#Simulation_time (ns) #water_in channel 
   56.100  571.000  255.000  242.000  254.000 
   56.200  566.000  258.000  244.000  255.000 
   56.300  588.000  260.000  253.000  256.000 
   56.400  567.000  256.000  248.000  259.000 
   56.500  566.000  256.000  247.000  247.000 
   56.600  561.000  261.000  250.000  254.000 
   56.700  572.000  262.000  247.000  263.000 
   56.800  572.000  261.000  252.000  251.000 
   56.900  557.000  247.000  247.000  251.000 
   57.000  560.000  255.000  247.000  256.000 
   57.100  565.000  260.000  246.000  260.000 
   57.200  555.000  256.000  239.000  251.000 
   57.300  577.000  264.000  250.000  249.000 
   57.400  566.000  261.000  243.000  250.000 
   57.500  564.000  251.000  253.000  256.000 
   57.600  554.000  252.000  235.000  253.000 
   57.700  562.000  255.000  245.000  265.000 
   57.800  561.000  254.000  233.000  261.000 
   57.900  589.000  255.000  248.000  262.000 
   58.000  562.000  258.000  248.000  257.000 
   58.100  563.000  244.000  239.000  254.000 
   58.200  567.000  255.000  253.000  248.000 
   58.300  579.000  251.000  242.000  261.000 
   58.400  569.000  255.000  245.000  249.000 
   58.500  574.000  268.000  244.000  262.000 
   58.600  593.000  255.000  251.000  265.000 
   58.700  587.000  279.000  251.000  258.000 
   58.800  569.000  254.000  247.000  254.000 
   58.900  577.000  253.000  243.000  254.000 
   59.000  581.000  264.000  249.000  245.000 
   59.100  571.000  252.000  241.000  261.000 
   59.200  577.000  260.000  245.000  258.000 
   59.300  581.000  265.000  243.000  261.000 
   59.400  554.000  255.000  245.000  246.000 
   59.500  562.000  256.000  249.000  256.000 
   59.600  578.000  260.000  239.000  253.000 
   59.700  572.000  248.000  254.000  259.000 
   59.800  572.000  254.000  244.000  255.000 
   59.900  590.000  263.000  248.000  259.000 
   60.000  550.000  255.000  241.000  250.000 
   60.100  585.000  256.000  240.000  270.000 
   60.200  563.000  246.000  245.000  260.000 
   60.300  574.000  252.000  255.000  257.000 
   60.400  575.000  259.000  243.000  260.000 
   60.500  562.000  251.000  247.000  249.000 
   60.600  574.000  261.000  248.000  257.000 
   60.700  575.000  253.000  253.000  258.000 
   60.800  575.000  252.000  247.000  270.000 
   60.900  584.000  253.000  251.000  260.000 
   61.000  575.000  253.000  241.000  268.000 
   61.100  554.000  251.000  239.000  253.000 
   61.200  575.000  247.000  252.000  254.000 
   61.300  560.000  245.000  244.000  259.000 
   61.400  553.000  237.000  241.000  246.000 
   61.500  563.000  251.000  246.000  251.000 
   61.600  560.000  256.000  255.000  246.000 
   61.700  568.000  261.000  237.000  250.000 
   61.800  584.000  268.000  249.000  261.000 
   61.900  586.000  264.000  249.000  263.000 
   62.000  597.000  264.000  252.000  271.000 
   62.100  562.000  247.000  250.000  248.000 
   62.200  591.000  256.000  251.000  259.000 
   62.300  583.000  254.000  250.000  256.000 
   62.400  554.000  246.000  245.000  252.000 
   62.500  582.000  262.000  251.000  258.000 
   62.600  577.000  268.000  244.000  254.000 
   62.700  565.000  266.000  246.000  255.000 
